,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,1.0,0.8064516129032258,0.8064516129032258,0.8709677419354839,0.8387096774193549,0.5483870967741935,0.5806451612903225,0.7419354838709677,0.5806451612903225,0.5806451612903225,0.6451612903225806,0.6129032258064516,0.5161290322580645,0.4838709677419355,0.4516129032258065,0.4516129032258065,0.6774193548387097,0.5806451612903225,0.6129032258064516,0.8709677419354839,0.7096774193548387,0.7741935483870968,0.5161290322580645,0.5161290322580645,0.4838709677419355,0.5483870967741935,0.5161290322580645,0.5161290322580645,0.4838709677419355,0.5161290322580645,0.5483870967741935,0.6129032258064516,0.7096774193548387,0.6129032258064516
2,0.8064516129032258,1.0,0.935483870967742,0.7419354838709677,0.7096774193548387,0.4838709677419355,0.5161290322580645,0.6774193548387097,0.5161290322580645,0.4516129032258065,0.5161290322580645,0.4838709677419355,0.3870967741935484,0.3548387096774194,0.32258064516129037,0.32258064516129037,0.5483870967741935,0.6451612903225806,0.6129032258064516,0.6774193548387097,0.5161290322580645,0.5806451612903225,0.32258064516129037,0.3870967741935484,0.4193548387096774,0.4193548387096774,0.3870967741935484,0.5161290322580645,0.4838709677419355,0.3870967741935484,0.4838709677419355,0.5483870967741935,0.5806451612903225,0.7419354838709677
3,0.8064516129032258,0.935483870967742,1.0,0.8064516129032258,0.7741935483870968,0.4838709677419355,0.5161290322580645,0.7419354838709677,0.5161290322580645,0.5161290322580645,0.5806451612903225,0.5483870967741935,0.3870967741935484,0.3548387096774194,0.32258064516129037,0.32258064516129037,0.5483870967741935,0.7096774193548387,0.6774193548387097,0.6774193548387097,0.5161290322580645,0.5806451612903225,0.32258064516129037,0.3870967741935484,0.4193548387096774,0.4193548387096774,0.3870967741935484,0.4516129032258065,0.4193548387096774,0.3870967741935484,0.4838709677419355,0.5483870967741935,0.5806451612903225,0.7419354838709677
4,0.8709677419354839,0.7419354838709677,0.8064516129032258,1.0,0.967741935483871,0.4193548387096774,0.5161290322580645,0.7419354838709677,0.6451612903225806,0.6451612903225806,0.7096774193548387,0.6774193548387097,0.4516129032258065,0.4193548387096774,0.3870967741935484,0.3870967741935484,0.6129032258064516,0.5806451612903225,0.6774193548387097,0.7419354838709677,0.6451612903225806,0.6451612903225806,0.4516129032258065,0.4516129032258065,0.4193548387096774,0.4193548387096774,0.3870967741935484,0.4516129032258065,0.3548387096774194,0.4516129032258065,0.4838709677419355,0.5483870967741935,0.5806451612903225,0.6129032258064516
5,0.8387096774193549,0.7096774193548387,0.7741935483870968,0.967741935483871,1.0,0.3870967741935484,0.4838709677419355,0.7741935483870968,0.6774193548387097,0.6774193548387097,0.6774193548387097,0.7096774193548387,0.4838709677419355,0.4516129032258065,0.4193548387096774,0.4193548387096774,0.6451612903225806,0.6129032258064516,0.7096774193548387,0.7096774193548387,0.6774193548387097,0.6774193548387097,0.4193548387096774,0.4838709677419355,0.4516129032258065,0.4516129032258065,0.4193548387096774,0.4838709677419355,0.3870967741935484,0.4838709677419355,0.5161290322580645,0.5161290322580645,0.6129032258064516,0.6451612903225806
6,0.5483870967741935,0.4838709677419355,0.4838709677419355,0.4193548387096774,0.3870967741935484,1.0,0.9032258064516129,0.4193548387096774,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3548387096774194,0.5806451612903225,0.6129032258064516,0.6451612903225806,0.6451612903225806,0.5483870967741935,0.3870967741935484,0.3548387096774194,0.5483870967741935,0.3870967741935484,0.3870967741935484,0.7096774193548387,0.6451612903225806,0.6774193548387097,0.6774193548387097,0.7096774193548387,0.6451612903225806,0.6774193548387097,0.6451612903225806,0.7419354838709677,0.8064516129032258,0.5161290322580645,0.3548387096774194
7,0.5806451612903225,0.5161290322580645,0.5161290322580645,0.5161290322580645,0.4838709677419355,0.9032258064516129,1.0,0.4516129032258065,0.4193548387096774,0.4193548387096774,0.4838709677419355,0.4516129032258065,0.5483870967741935,0.5806451612903225,0.6129032258064516,0.6129032258064516,0.5806451612903225,0.4193548387096774,0.4516129032258065,0.5806451612903225,0.4193548387096774,0.4193548387096774,0.6774193548387097,0.6774193548387097,0.7741935483870968,0.7096774193548387,0.7419354838709677,0.7419354838709677,0.6451612903225806,0.6774193548387097,0.8387096774193549,0.9032258064516129,0.4838709677419355,0.3870967741935484
8,0.7419354838709677,0.6774193548387097,0.7419354838709677,0.7419354838709677,0.7741935483870968,0.4193548387096774,0.4516129032258065,1.0,0.7096774193548387,0.7741935483870968,0.7741935483870968,0.8064516129032258,0.4516129032258065,0.4838709677419355,0.3870967741935484,0.3870967741935484,0.5483870967741935,0.7741935483870968,0.8064516129032258,0.6129032258064516,0.7741935483870968,0.7741935483870968,0.3870967741935484,0.4516129032258065,0.4838709677419355,0.4193548387096774,0.4516129032258065,0.4516129032258065,0.4838709677419355,0.4516129032258065,0.4838709677419355,0.4193548387096774,0.7741935483870968,0.8064516129032258
9,0.5806451612903225,0.5161290322580645,0.5161290322580645,0.6451612903225806,0.6774193548387097,0.3870967741935484,0.4193548387096774,0.7096774193548387,1.0,0.935483870967742,0.8709677419354839,0.9032258064516129,0.4838709677419355,0.5161290322580645,0.4838709677419355,0.4838709677419355,0.6451612903225806,0.6129032258064516,0.6451612903225806,0.5161290322580645,0.6129032258064516,0.6129032258064516,0.3548387096774194,0.4193548387096774,0.3870967741935484,0.3870967741935484,0.3548387096774194,0.4838709677419355,0.3870967741935484,0.3548387096774194,0.4516129032258065,0.3870967741935484,0.4838709677419355,0.7096774193548387
10,0.5806451612903225,0.4516129032258065,0.5161290322580645,0.6451612903225806,0.6774193548387097,0.3870967741935484,0.4193548387096774,0.7741935483870968,0.935483870967742,1.0,0.935483870967742,0.967741935483871,0.5483870967741935,0.5806451612903225,0.4838709677419355,0.4838709677419355,0.6451612903225806,0.6774193548387097,0.7096774193548387,0.5161290322580645,0.6774193548387097,0.6774193548387097,0.4193548387096774,0.4838709677419355,0.4516129032258065,0.3870967741935484,0.4193548387096774,0.4193548387096774,0.3870967741935484,0.4193548387096774,0.4516129032258065,0.3870967741935484,0.5483870967741935,0.7096774193548387
11,0.6451612903225806,0.5161290322580645,0.5806451612903225,0.7096774193548387,0.6774193548387097,0.3870967741935484,0.4838709677419355,0.7741935483870968,0.8709677419354839,0.935483870967742,1.0,0.967741935483871,0.4838709677419355,0.5161290322580645,0.4193548387096774,0.4193548387096774,0.6451612903225806,0.6129032258064516,0.7096774193548387,0.5806451612903225,0.6774193548387097,0.6774193548387097,0.4193548387096774,0.4838709677419355,0.4516129032258065,0.3870967741935484,0.4193548387096774,0.4193548387096774,0.3870967741935484,0.4193548387096774,0.4516129032258065,0.4516129032258065,0.5483870967741935,0.6451612903225806
12,0.6129032258064516,0.4838709677419355,0.5483870967741935,0.6774193548387097,0.7096774193548387,0.3548387096774194,0.4516129032258065,0.8064516129032258,0.9032258064516129,0.967741935483871,0.967741935483871,1.0,0.5161290322580645,0.5483870967741935,0.4516129032258065,0.4516129032258065,0.6774193548387097,0.6451612903225806,0.7419354838709677,0.5483870967741935,0.7096774193548387,0.7096774193548387,0.3870967741935484,0.5161290322580645,0.4838709677419355,0.4193548387096774,0.4516129032258065,0.4516129032258065,0.4193548387096774,0.4516129032258065,0.4838709677419355,0.4193548387096774,0.5806451612903225,0.6774193548387097
13,0.5161290322580645,0.3870967741935484,0.3870967741935484,0.4516129032258065,0.4838709677419355,0.5806451612903225,0.5483870967741935,0.4516129032258065,0.4838709677419355,0.5483870967741935,0.4838709677419355,0.5161290322580645,1.0,0.9032258064516129,0.8709677419354839,0.8709677419354839,0.6451612903225806,0.5483870967741935,0.5806451612903225,0.5806451612903225,0.6129032258064516,0.6774193548387097,0.7419354838709677,0.8709677419354839,0.7096774193548387,0.7096774193548387,0.6774193548387097,0.6774193548387097,0.7096774193548387,0.7419354838709677,0.6451612903225806,0.5161290322580645,0.6129032258064516,0.4516129032258065
14,0.4838709677419355,0.3548387096774194,0.3548387096774194,0.4193548387096774,0.4516129032258065,0.6129032258064516,0.5806451612903225,0.4838709677419355,0.5161290322580645,0.5806451612903225,0.5161290322580645,0.5483870967741935,0.9032258064516129,1.0,0.9032258064516129,0.9032258064516129,0.6129032258064516,0.5161290322580645,0.5483870967741935,0.5483870967741935,0.6451612903225806,0.7096774193548387,0.7741935483870968,0.8387096774193549,0.6774193548387097,0.6774193548387097,0.7096774193548387,0.6451612903225806,0.6774193548387097,0.7096774193548387,0.6774193548387097,0.5483870967741935,0.5161290322580645,0.4838709677419355
